english,sinhala
"Beetles, butterflies and cockroaches are insects.","කුරුමිණියන්, සමනලුන් සහ කැරපොත්තන් කෘමීන් වේ."
Can a child of her age distinguish good from bad?,ඇගේ වයසේ දරුවෙකුට අයහපතෙන් යහපත වෙන්කර හඳුනාගත හැකිද?
Can you drive me to the airport tomorrow morning?,ඔබට හෙට උදෑසන මාව ගුවන් තොටුපළට ගෙන යා හැකිද?
Can you give me a brief description of the thief?,සොරයා ගැන කෙටි විස්තරයක් ඔබට මට දිය හැකිද?
Can you hear the noise of the waves on the beach?,මුහුදු වෙරළේ රැළි වල ශබ්දය ඔබට ඇසෙනවාද?
Can you manage to carry the suitcase by yourself?,සූට්කේස් එක ඔබ විසින්ම ගෙන යාමට ඔබට සමත් විය හැකිද?
Close the door after you when you leave the room.,ඔබ කාමරයෙන් පිටව ගිය විට ඔබ පසුපස දොර වසා දමන්න.
"Compared with her husband, she is not so careful.",ඇගේ ස්වාමිපුරුෂයා හා සසඳන විට ඇය එතරම් පරෙස්සම් නොවෙමි.
Could we have a table in the non-smoking section?,දුම් නොබොන කොටසේ අපට මේසයක් තිබිය හැකිද?
"Cover your mouth when you cough, sneeze, or yawn.","ඔබ කැස්ස, කිවිසුම් යන විට ඔබේ මුඛය ආවරණය කරන්න, කිවිසුම්"
"Despite all his setbacks, he remains an optimist.","ඔහුගේ සියලු පසුබෑමක් තිබියදීත්, ඔහු සුභවාදී කෙනෙක් ලෙස පවතී."
"Despite everything, the world is still beautiful.","සෑම දෙයක්ම තිබියදීත්, ලෝකය තවමත් ලස්සනයි."
Do people behave differently when they go abroad?,විදේශයන්හි යන විට මිනිසුන් වෙනස් ආකාරයකින් හැසිරෙනවාද?
Do you happen to know of a cheap hotel near here?,ඔබ මෙහි ඇති ලාභ හෝටලයක් ගැන දැන ගන්නවාද?
Do you have something that you want to say to me?,ඔබට මට කීමට අවශ්ය දෙයක් තිබේද?
Do you know whether or not she can speak English?,ඇයට ඉංග්රීසි කතා කළ හැකිද නැද්ද නැද්ද කියා ඔබ දන්නවාද?
Do you remember the day when we saw the accident?,අනතුර දුටු දිනය ඔබට මතකද?
Do you remember the day when you and I first met?,ඔබ සහ මම මුලින්ම මුණගැසුණු දවස ඔබට මතකද?
Do you think Mary is too fat to be a cheerleader?,ඔබ සිතන්නේ මරියා සතුටු වීමට නොහැකි තරම් මහතද?
Do you think this is the best form of government?,ඔබ සිතන්නේ මෙය හොඳම රජයේ හොඳම ක්රමය බවයි?
Do you think we should import rice from the U.S.?,අපි හිතන්නේ අපි එක්සත් ජනපදයෙන් සහල් ආනයනය කළ යුතුයි.
"Don't ask me why but, he ran away when he saw me.",ඔහු මා දුටු විට ඔහු පලා ගියේ ඇයි කියා මගෙන් අහන්න එපා.
Don't count your chickens before they're hatched.,ඔබේ කුකුළන් පැටවුන් බිහි වීමට පෙර ගණන් නොගන්න.
Don't forget to pick me up at 6 o'clock tomorrow.,හෙට උදේ 6 ට මාව ගන්න අමතක කරන්න එපා.
Don't let anything stand between you and success.,ඔබ අතර කිසිවක් කිරීමට ඉඩ නොදෙන්න.
Don't let the children monopolize the television.,දරුවන්ට රූපවාහිනිය ඒකාධිකාරී කිරීමට ඉඩ නොදෙන්න.
Don't open the box. There could be a bomb inside.,කොටුව විවෘත නොකරන්න.ඇතුළත බෝම්බයක් තිබිය හැකිය.
Don't you find it unpleasant walking in the rain?,වැස්සෙහි එය අප්රසන්න ඇවිදීම ඔබට පෙනෙන්නේ නැද්ද?
Don't you know that he passed away two years ago?,ඔහු මීට වසර දෙකකට පෙර අභාවප්රාප්ත වූ බව ඔබ දන්නේ නැද්ද?
Don't you think it's time for you to settle down?,ඔබ සිත් ඇදගන්නා සුළු යැයි ඔබ සිතන්නේ නැද්ද?
Don't you think you should be with Tom right now?,ඔබ දැන් ටොම් සමඟ සිටිය යුතු යැයි ඔබ සිතන්නේ නැද්ද?
Drink if you're thirsty and eat if you're hungry.,ඔබට පිපාසය ඇති වී ඔබට බඩගිනි නම් කන්න.
Electrical appliances have made housework easier.,විදුලි උපකරණ ගෙදර වැඩ පහසු කර ඇත.
"Even though you don't like this, you must eat it.","ඔබ මේකට අකමැති වුවද, ඔබ එය අනුභව කළ යුතුය."
"Every now and then, I play tennis for recreation.",සෑම විටම සෑම විටම මම විනෝදය සඳහා ටෙනිස් ක්රීඩා කරමි.
Every one of us were given three hundred dollars.,අප සෑම කෙනෙකුටම ඩොලර් තුන්සියයක් ලබා දී ඇත.
Everybody knows that he likes her and vice versa.,ඔහු ඇයට කැමති බවත් අනෙක් අතට ඔහු දන්නවා.
